subject,predicate,object
http://purl.obolibrary.org/obo/BTO_0003673,Definitions,The modified part of a somite of a vertebrate embryo that develops into a segmental excretory tubule of the primitive kidney.
http://purl.obolibrary.org/obo/BTO_0003673,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0003673,definition,The modified part of a somite of a vertebrate embryo that develops into a segmental excretory tubule of the primitive kidney.
http://purl.obolibrary.org/obo/BTO_0003673,http://data.bioontology.org/metadata/prefixIRI,BTO:0003673
http://purl.obolibrary.org/obo/BTO_0003673,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0003673,http://purl.obolibrary.org/obo/hasRelatedSynonym,intermediate cell mass
http://purl.obolibrary.org/obo/BTO_0003673,http://purl.obolibrary.org/obo/id,BTO:0003673
http://purl.obolibrary.org/obo/BTO_0003673,http://www.w3.org/2000/01/rdf-schema#label,nephrotome
http://purl.obolibrary.org/obo/BTO_0003673,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0003673,Class ID_0,http://purl.obolibrary.org/obo/BTO_0003673
http://www.drugtargetontology.org/dto/DTO_01300546,Preferred Label,"[""Kv4.2/KCND2 sub-subfamily""]"
http://www.drugtargetontology.org/dto/DTO_01300546,Parents,http://www.drugtargetontology.org/dto/DTO_01300444
http://www.drugtargetontology.org/dto/DTO_01300546,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01300546
http://www.drugtargetontology.org/dto/DTO_01300546,http://www.w3.org/2000/01/rdf-schema#label,Kv4.2/KCND2 sub-subfamily
http://www.drugtargetontology.org/dto/DTO_01300546,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01300546
http://purl.obolibrary.org/obo/BTO_0001966,Preferred Label,"[""cervical cell line""]"
http://purl.obolibrary.org/obo/BTO_0001966,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0001966,http://data.bioontology.org/metadata/prefixIRI,BTO:0001966
http://purl.obolibrary.org/obo/BTO_0001966,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0001966,http://purl.obolibrary.org/obo/id,BTO:0001966
http://purl.obolibrary.org/obo/BTO_0001966,http://www.w3.org/2000/01/rdf-schema#label,cervical cell line
http://purl.obolibrary.org/obo/BTO_0001966,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0001966,Class ID_0,http://purl.obolibrary.org/obo/BTO_0001966
http://www.drugtargetontology.org/dto/DTO_62000236,Preferred Label,"[""MET99 in MST2""]"
http://www.drugtargetontology.org/dto/DTO_62000236,Parents,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_62000236,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000236,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000236
http://www.drugtargetontology.org/dto/DTO_62000236,http://www.w3.org/2000/01/rdf-schema#label,MET99 in MST2
http://www.drugtargetontology.org/dto/DTO_62000236,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000236
http://purl.obolibrary.org/obo/BTO_0003744,Preferred Label,"[""liposarcoma cell line""]"
http://purl.obolibrary.org/obo/BTO_0003744,Definitions,"Cell line of a malignant tumor that arises in fat cells in deep soft tissue, such as that inside the thigh. Most frequent in middle-aged and older adults (age 40 and above), liposarcomas are the most common of all soft-tissue sarcomas."
http://purl.obolibrary.org/obo/BTO_0003744,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0003744,Parents_0,http://purl.obolibrary.org/obo/BTO_0000400
http://purl.obolibrary.org/obo/BTO_0003744,definition,"Cell line of a malignant tumor that arises in fat cells in deep soft tissue, such as that inside the thigh. Most frequent in middle-aged and older adults (age 40 and above), liposarcomas are the most common of all soft-tissue sarcomas."
http://purl.obolibrary.org/obo/BTO_0003744,http://data.bioontology.org/metadata/prefixIRI,BTO:0003744
http://purl.obolibrary.org/obo/BTO_0003744,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0003744,http://purl.obolibrary.org/obo/id,BTO:0003744
http://purl.obolibrary.org/obo/BTO_0003744,http://www.w3.org/2000/01/rdf-schema#label,liposarcoma cell line
http://purl.obolibrary.org/obo/BTO_0003744,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0003744,Class ID_0,http://purl.obolibrary.org/obo/BTO_0003744
http://www.drugtargetontology.org/dto/DTO_03100605,Preferred Label,"[""NAD kinase""]"
http://www.drugtargetontology.org/dto/DTO_03100605,Parents,http://www.drugtargetontology.org/dto/DTO_03391041
http://www.drugtargetontology.org/dto/DTO_03100605,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03100605
http://www.drugtargetontology.org/dto/DTO_03100605,http://www.drugtargetontology.org/dto/geneSymbol,NADK
http://www.drugtargetontology.org/dto/DTO_03100605,http://www.drugtargetontology.org/dto/uniprot_xref,O95544
http://www.drugtargetontology.org/dto/DTO_03100605,http://www.w3.org/2000/01/rdf-schema#label,NAD kinase
http://www.drugtargetontology.org/dto/DTO_03100605,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03100605
http://www.drugtargetontology.org/dto/DTO_61000250,Preferred Label,"[""MAK kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000250,Definitions,Male germ cell-associated kinase; dJ417M14.2; MAK
http://www.drugtargetontology.org/dto/DTO_61000250,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000250,definition,Male germ cell-associated kinase; dJ417M14.2; MAK
http://www.drugtargetontology.org/dto/DTO_61000250,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000250
http://www.drugtargetontology.org/dto/DTO_61000250,http://www.drugtargetontology.org/dto/lincs_id,200234
http://www.drugtargetontology.org/dto/DTO_61000250,http://www.w3.org/2000/01/rdf-schema#label,MAK kinase domain
http://www.drugtargetontology.org/dto/DTO_61000250,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000250
http://purl.obolibrary.org/obo/BTO_0000491,Preferred Label,"[""excretion""]"
http://purl.obolibrary.org/obo/BTO_0000491,Definitions,"The matter, such as urine or sweat, that is excreted from the blood, tissues, or organs."
http://purl.obolibrary.org/obo/BTO_0000491,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000491,definition,"The matter, such as urine or sweat, that is excreted from the blood, tissues, or organs."
http://purl.obolibrary.org/obo/BTO_0000491,http://data.bioontology.org/metadata/prefixIRI,BTO:0000491
http://purl.obolibrary.org/obo/BTO_0000491,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0000491,http://purl.obolibrary.org/obo/id,BTO:0000491
http://purl.obolibrary.org/obo/BTO_0000491,http://www.w3.org/2000/01/rdf-schema#label,excretion
http://purl.obolibrary.org/obo/BTO_0000491,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0000491,Class ID_0,http://purl.obolibrary.org/obo/BTO_0000491
http://www.drugtargetontology.org/dto/DTO_03100362,Preferred Label,"[""Serine/threonine-protein kinase nek8""]"
http://www.drugtargetontology.org/dto/DTO_03100362,Definitions,"A serine/threonine-protein kinase Nek8 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q86SG6] "
http://www.drugtargetontology.org/dto/DTO_03100362,Parents,http://www.drugtargetontology.org/dto/DTO_03300197
http://www.drugtargetontology.org/dto/DTO_03100362,definition,"A serine/threonine-protein kinase Nek8 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q86SG6] "
http://www.drugtargetontology.org/dto/DTO_03100362,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03100362
http://www.drugtargetontology.org/dto/DTO_03100362,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q86SG6
http://www.drugtargetontology.org/dto/DTO_03100362,http://www.drugtargetontology.org/dto/geneSymbol,NEK8
http://www.drugtargetontology.org/dto/DTO_03100362,http://www.drugtargetontology.org/dto/geneSynonym,JCK
http://www.drugtargetontology.org/dto/DTO_03100362,http://www.drugtargetontology.org/dto/geneSynonym_0,NEK12A
http://www.drugtargetontology.org/dto/DTO_03100362,http://www.drugtargetontology.org/dto/uniprot_xref,Q86SG6
http://www.drugtargetontology.org/dto/DTO_03100362,http://www.w3.org/2000/01/rdf-schema#label,Serine/threonine-protein kinase nek8
http://www.drugtargetontology.org/dto/DTO_03100362,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03100362
http://purl.obolibrary.org/obo/BTO_0000896,Preferred Label,"[""bag cell neuron""]"
http://purl.obolibrary.org/obo/BTO_0000896,Definitions,"Cluster of electrically coupled neurons in the abdominal ganglion of Aplysia that are homogeneous, easily dissected out and release peptides that stimulate egg laying."
http://purl.obolibrary.org/obo/BTO_0000896,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000896,definition,"Cluster of electrically coupled neurons in the abdominal ganglion of Aplysia that are homogeneous, easily dissected out and release peptides that stimulate egg laying."
http://purl.obolibrary.org/obo/BTO_0000896,http://data.bioontology.org/metadata/prefixIRI,BTO:0000896
http://purl.obolibrary.org/obo/BTO_0000896,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0000896,http://purl.obolibrary.org/obo/id,BTO:0000896
http://purl.obolibrary.org/obo/BTO_0000896,http://www.w3.org/2000/01/rdf-schema#label,bag cell neuron
http://purl.obolibrary.org/obo/BTO_0000896,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0000896,Class ID_0,http://purl.obolibrary.org/obo/BTO_0000896
http://www.drugtargetontology.org/dto/DTO_62000403,Preferred Label,"[""THR790 in EGFR(L861Q)""]"
http://www.drugtargetontology.org/dto/DTO_62000403,Parents,http://purl.obolibrary.org/obo/CHEBI_30013
http://www.drugtargetontology.org/dto/DTO_62000403,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000403,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000403
http://www.drugtargetontology.org/dto/DTO_62000403,http://www.w3.org/2000/01/rdf-schema#label,THR790 in EGFR(L861Q)
http://www.drugtargetontology.org/dto/DTO_62000403,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000403
http://www.drugtargetontology.org/dto/DTO_62000241,Preferred Label,"[""PHE113 in CSNK2A1""]"
http://www.drugtargetontology.org/dto/DTO_62000241,Parents,http://purl.obolibrary.org/obo/CHEBI_29997
http://www.drugtargetontology.org/dto/DTO_62000241,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000241,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000241
http://www.drugtargetontology.org/dto/DTO_62000241,http://www.w3.org/2000/01/rdf-schema#label,PHE113 in CSNK2A1
http://www.drugtargetontology.org/dto/DTO_62000241,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000241
http://www.drugtargetontology.org/dto/DTO_61000286,Preferred Label,"[""MP2K1 kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000286,Definitions,Dual specificity mitogen-activated protein kinase kinase 1; mitogen-activated protein kinase kinase 1; MAP2K1; MAPKK1; MEK1; MEK1/MAP2K1; MKK1; PRKMK1
http://www.drugtargetontology.org/dto/DTO_61000286,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000286,definition,Dual specificity mitogen-activated protein kinase kinase 1; mitogen-activated protein kinase kinase 1; MAP2K1; MAPKK1; MEK1; MEK1/MAP2K1; MKK1; PRKMK1
http://www.drugtargetontology.org/dto/DTO_61000286,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000286
http://www.drugtargetontology.org/dto/DTO_61000286,http://www.drugtargetontology.org/dto/lincs_id,200251
http://www.drugtargetontology.org/dto/DTO_61000286,http://www.w3.org/2000/01/rdf-schema#label,MP2K1 kinase domain
http://www.drugtargetontology.org/dto/DTO_61000286,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000286
http://www.drugtargetontology.org/dto/DTO_02100033,Preferred Label,"[""Beta-1 adrenergic receptor""]"
http://www.drugtargetontology.org/dto/DTO_02100033,Definitions,"A beta-1 adrenergic receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P08588] "
http://www.drugtargetontology.org/dto/DTO_02100033,Parents,http://www.drugtargetontology.org/dto/DTO_02300094
http://www.drugtargetontology.org/dto/DTO_02100033,definition,"A beta-1 adrenergic receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P08588] "
http://www.drugtargetontology.org/dto/DTO_02100033,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02100033
http://www.drugtargetontology.org/dto/DTO_02100033,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/P08588
http://www.drugtargetontology.org/dto/DTO_02100033,http://www.drugtargetontology.org/dto/geneSymbol,ADRB1
http://www.drugtargetontology.org/dto/DTO_02100033,http://www.drugtargetontology.org/dto/geneSynonym,ADRB1R
http://www.drugtargetontology.org/dto/DTO_02100033,http://www.drugtargetontology.org/dto/geneSynonym_0,B1AR
http://www.drugtargetontology.org/dto/DTO_02100033,http://www.drugtargetontology.org/dto/uniprot_xref,P08588
http://www.drugtargetontology.org/dto/DTO_02100033,http://www.w3.org/2000/01/rdf-schema#label,Beta-1 adrenergic receptor
http://www.drugtargetontology.org/dto/DTO_02100033,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02100033
http://www.drugtargetontology.org/dto/DTO_62000126,Preferred Label,"[""MET1419 in MAP3K4""]"
http://www.drugtargetontology.org/dto/DTO_62000126,Parents,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_62000126,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000126,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000126
http://www.drugtargetontology.org/dto/DTO_62000126,http://www.w3.org/2000/01/rdf-schema#label,MET1419 in MAP3K4
http://www.drugtargetontology.org/dto/DTO_62000126,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000126
http://www.drugtargetontology.org/dto/DTO_61000335,Preferred Label,"[""PGFRB kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000335,Definitions,"Platelet-derived growth factor receptor, beta polypeptide; CD140B; JTK12; PDGFR; PDGFR1; PDGFRB; PDGFR-b; PDGFRbeta; PEGFR-beta"
http://www.drugtargetontology.org/dto/DTO_61000335,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000335,definition,"Platelet-derived growth factor receptor, beta polypeptide; CD140B; JTK12; PDGFR; PDGFR1; PDGFRB; PDGFR-b; PDGFRbeta; PEGFR-beta"
http://www.drugtargetontology.org/dto/DTO_61000335,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000335
http://www.drugtargetontology.org/dto/DTO_61000335,http://www.drugtargetontology.org/dto/lincs_id,200313
http://www.drugtargetontology.org/dto/DTO_61000335,http://www.w3.org/2000/01/rdf-schema#label,PGFRB kinase domain
http://www.drugtargetontology.org/dto/DTO_61000335,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000335
http://www.drugtargetontology.org/dto/DTO_61000239,Preferred Label,"[""LRRK2 kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000239,Definitions,Leucine-rich repeat serine/threonine-protein kinase 2; AURA17; DARDARIN; LRRK2; PARK8; RIPK7; ROCO2
http://www.drugtargetontology.org/dto/DTO_61000239,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000239,definition,Leucine-rich repeat serine/threonine-protein kinase 2; AURA17; DARDARIN; LRRK2; PARK8; RIPK7; ROCO2
http://www.drugtargetontology.org/dto/DTO_61000239,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000239
http://www.drugtargetontology.org/dto/DTO_61000239,http://www.drugtargetontology.org/dto/lincs_id,200229
http://www.drugtargetontology.org/dto/DTO_61000239,http://www.w3.org/2000/01/rdf-schema#label,LRRK2 kinase domain
http://www.drugtargetontology.org/dto/DTO_61000239,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000239
http://purl.obolibrary.org/obo/BTO_0000913,Preferred Label,"[""nasal polyp""]"
http://purl.obolibrary.org/obo/BTO_0000913,Definitions,"Focal accumulations of edema fluid in the mucosa of the nose, with hyperplasia of the associated submucosal connective tissue."
http://purl.obolibrary.org/obo/BTO_0000913,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000913,definition,"Focal accumulations of edema fluid in the mucosa of the nose, with hyperplasia of the associated submucosal connective tissue."
http://purl.obolibrary.org/obo/BTO_0000913,http://data.bioontology.org/metadata/prefixIRI,BTO:0000913
http://purl.obolibrary.org/obo/BTO_0000913,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0000913,http://purl.obolibrary.org/obo/id,BTO:0000913
http://purl.obolibrary.org/obo/BTO_0000913,http://www.w3.org/2000/01/rdf-schema#label,nasal polyp
http://purl.obolibrary.org/obo/BTO_0000913,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0000913,Class ID_0,http://purl.obolibrary.org/obo/BTO_0000913
http://www.drugtargetontology.org/dto/DTO_03100454,Preferred Label,"[""Rhodopsin kinase""]"
http://www.drugtargetontology.org/dto/DTO_03100454,Definitions,"A rhodopsin kinase that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15835] "
http://www.drugtargetontology.org/dto/DTO_03100454,Definitions_0,rhodopsin kinase (GRK1)  with  no mutation  in a nonphosphorylated state
http://www.drugtargetontology.org/dto/DTO_03100454,Parents,http://www.drugtargetontology.org/dto/DTO_03300271
http://www.drugtargetontology.org/dto/DTO_03100454,definition,"A rhodopsin kinase that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15835] "
http://www.drugtargetontology.org/dto/DTO_03100454,definition_0,rhodopsin kinase (GRK1)  with  no mutation  in a nonphosphorylated state
http://www.drugtargetontology.org/dto/DTO_03100454,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03100454
http://www.drugtargetontology.org/dto/DTO_03100454,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q15835
http://www.drugtargetontology.org/dto/DTO_03100454,http://www.drugtargetontology.org/dto/geneSymbol,GRK1
http://www.drugtargetontology.org/dto/DTO_03100454,http://www.drugtargetontology.org/dto/geneSynonym,RHOK
http://www.drugtargetontology.org/dto/DTO_03100454,http://www.drugtargetontology.org/dto/uniprot_xref,Q15835
http://www.drugtargetontology.org/dto/DTO_03100454,http://www.w3.org/2000/01/rdf-schema#label,Rhodopsin kinase
http://www.drugtargetontology.org/dto/DTO_03100454,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03100454
http://www.drugtargetontology.org/dto/DTO_03100460,Preferred Label,"[""Tyrosine-protein kinase transmembrane receptor ror2""]"
http://www.drugtargetontology.org/dto/DTO_03100460,Definitions,"A tyrosine-protein kinase transmembrane receptor ROR2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q01974] "
http://www.drugtargetontology.org/dto/DTO_03100460,Parents,http://www.drugtargetontology.org/dto/DTO_03300219
http://www.drugtargetontology.org/dto/DTO_03100460,definition,"A tyrosine-protein kinase transmembrane receptor ROR2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q01974] "
http://www.drugtargetontology.org/dto/DTO_03100460,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03100460
http://www.drugtargetontology.org/dto/DTO_03100460,http://purl.obolibrary.org/obo/hasDbXref,https://pharos.nih.gov/idg/targets/Q01974
http://www.drugtargetontology.org/dto/DTO_03100460,http://www.drugtargetontology.org/dto/geneSymbol,ROR2
http://www.drugtargetontology.org/dto/DTO_03100460,http://www.drugtargetontology.org/dto/geneSynonym,NTRKR2
http://www.drugtargetontology.org/dto/DTO_03100460,http://www.drugtargetontology.org/dto/uniprot_xref,Q01974
http://www.drugtargetontology.org/dto/DTO_03100460,http://www.w3.org/2000/01/rdf-schema#label,Tyrosine-protein kinase transmembrane receptor ror2
http://www.drugtargetontology.org/dto/DTO_03100460,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03100460
http://www.drugtargetontology.org/dto/DTO_61000245,Preferred Label,"[""M3K2 kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000245,Definitions,Mitogen-activated protein kinase kinase kinase 2; MAP3K2; MEKK2; MEKK2/MAP3K2; MEKK2B
http://www.drugtargetontology.org/dto/DTO_61000245,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000245,definition,Mitogen-activated protein kinase kinase kinase 2; MAP3K2; MEKK2; MEKK2/MAP3K2; MEKK2B
http://www.drugtargetontology.org/dto/DTO_61000245,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000245
http://www.drugtargetontology.org/dto/DTO_61000245,http://www.drugtargetontology.org/dto/lincs_id,200237
http://www.drugtargetontology.org/dto/DTO_61000245,http://www.w3.org/2000/01/rdf-schema#label,M3K2 kinase domain
http://www.drugtargetontology.org/dto/DTO_61000245,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000245
http://www.drugtargetontology.org/dto/DTO_61000004,Preferred Label,"[""ABL1(E255K) kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000004,Definitions,"C-abl oncogene 1, receptor tyrosine kinase; ABL; ABL1; bcr/abl; c-ABL; JTK7; p150; v-abl"
http://www.drugtargetontology.org/dto/DTO_61000004,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000004,definition,"C-abl oncogene 1, receptor tyrosine kinase; ABL; ABL1; bcr/abl; c-ABL; JTK7; p150; v-abl"
http://www.drugtargetontology.org/dto/DTO_61000004,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000004
http://www.drugtargetontology.org/dto/DTO_61000004,http://www.drugtargetontology.org/dto/lincs_id,200003
http://www.drugtargetontology.org/dto/DTO_61000004,http://www.w3.org/2000/01/rdf-schema#label,ABL1(E255K) kinase domain
http://www.drugtargetontology.org/dto/DTO_61000004,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000004
http://purl.obolibrary.org/obo/BTO_0002600,Preferred Label,"[""astrocyte cell line""]"
http://purl.obolibrary.org/obo/BTO_0002600,Parents,http://purl.obolibrary.org/obo/BTO_0001531
http://purl.obolibrary.org/obo/BTO_0002600,Parents_0,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0002600,http://data.bioontology.org/metadata/prefixIRI,BTO:0002600
http://purl.obolibrary.org/obo/BTO_0002600,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0002600,http://purl.obolibrary.org/obo/id,BTO:0002600
http://purl.obolibrary.org/obo/BTO_0002600,http://www.w3.org/2000/01/rdf-schema#label,astrocyte cell line
http://purl.obolibrary.org/obo/BTO_0002600,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0002600,Class ID_0,http://purl.obolibrary.org/obo/BTO_0002600
http://www.drugtargetontology.org/dto/DTO_02200601,Preferred Label,"[""OR4N2 gene""]"
http://www.drugtargetontology.org/dto/DTO_02200601,Definitions,"An olfactory receptor 4N2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8NGD1] "
http://www.drugtargetontology.org/dto/DTO_02200601,Parents,http://www.drugtargetontology.org/dto/DTO_02400013
http://www.drugtargetontology.org/dto/DTO_02200601,definition,"An olfactory receptor 4N2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q8NGD1] "
http://www.drugtargetontology.org/dto/DTO_02200601,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200601
http://www.drugtargetontology.org/dto/DTO_02200601,http://www.drugtargetontology.org/dto/entrez_xref,390429
http://www.drugtargetontology.org/dto/DTO_02200601,http://www.drugtargetontology.org/dto/geneSymbol,OR4N2
http://www.drugtargetontology.org/dto/DTO_02200601,http://www.w3.org/2000/01/rdf-schema#label,OR4N2 gene
http://www.drugtargetontology.org/dto/DTO_02200601,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200601
http://www.drugtargetontology.org/dto/DTO_03200157,Preferred Label,"[""PIKFYVE gene""]"
http://www.drugtargetontology.org/dto/DTO_03200157,Definitions,"Phosphorylated derivatives of phosphatidylinositol (PtdIns) regulate cytoskeletal functions, membrane trafficking, and receptor signaling by recruiting protein complexes to cell- and endosomal-membranes. Humans have multiple PtdIns proteins that differ by the degree and position of phosphorylation of the inositol ring. This gene encodes an enzyme (PIKfyve; also known as phosphatidylinositol-3-phosphate 5-kinase type III or PIPKIII) that phosphorylates the D-5 position in PtdIns and phosphatidylinositol-3-phosphate (PtdIns3P) to make PtdIns5P and PtdIns(3,5)biphosphate. The D-5 position also can be phosphorylated by type I PtdIns4P-5-kinases (PIP5Ks) that are encoded by distinct genes and preferentially phosphorylate D-4 phosphorylated PtdIns. In contrast, PIKfyve preferentially phosphorylates D-3 phosphorylated PtdIns. In addition to being a lipid kinase, PIKfyve also has protein kinase activity. PIKfyve regulates endomembrane homeostasis and plays a role in the biogenesis of endosome carrier vesicles from early endosomes. Mutations in this gene cause corneal fleck dystrophy (CFD); an autosomal dominant disorder characterized by numerous small white flecks present in all layers of the corneal stroma. Histologically, these flecks appear to be keratocytes distended with lipid and mucopolysaccharide filled intracytoplasmic vacuoles. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, May 2010]"
http://www.drugtargetontology.org/dto/DTO_03200157,Parents,http://www.drugtargetontology.org/dto/DTO_03400323
http://www.drugtargetontology.org/dto/DTO_03200157,definition,"Phosphorylated derivatives of phosphatidylinositol (PtdIns) regulate cytoskeletal functions, membrane trafficking, and receptor signaling by recruiting protein complexes to cell- and endosomal-membranes. Humans have multiple PtdIns proteins that differ by the degree and position of phosphorylation of the inositol ring. This gene encodes an enzyme (PIKfyve; also known as phosphatidylinositol-3-phosphate 5-kinase type III or PIPKIII) that phosphorylates the D-5 position in PtdIns and phosphatidylinositol-3-phosphate (PtdIns3P) to make PtdIns5P and PtdIns(3,5)biphosphate. The D-5 position also can be phosphorylated by type I PtdIns4P-5-kinases (PIP5Ks) that are encoded by distinct genes and preferentially phosphorylate D-4 phosphorylated PtdIns. In contrast, PIKfyve preferentially phosphorylates D-3 phosphorylated PtdIns. In addition to being a lipid kinase, PIKfyve also has protein kinase activity. PIKfyve regulates endomembrane homeostasis and plays a role in the biogenesis of endosome carrier vesicles from early endosomes. Mutations in this gene cause corneal fleck dystrophy (CFD); an autosomal dominant disorder characterized by numerous small white flecks present in all layers of the corneal stroma. Histologically, these flecks appear to be keratocytes distended with lipid and mucopolysaccharide filled intracytoplasmic vacuoles. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, May 2010]"
http://www.drugtargetontology.org/dto/DTO_03200157,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03200157
http://www.drugtargetontology.org/dto/DTO_03200157,http://www.drugtargetontology.org/dto/entrez_xref,200576
